Dataset,Run,Cohort,Subject,Condition,TimePoint,BioReplicate,Experiment,Batch,Channel,Fraction,Species,Disease,Tissue,Enzyme,Notes
MSV000082184,20170609_QEh1_LC1_ChCh_FAMA_SA_HLAIIp_JY_210417_2_R1.mzML,HLAIIp,,,20170609,JY,2_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170609_QEh1_LC1_ChCh_FAMA_SA_HLAIp_JY_090517_3_R1.mzML,HLAIp,,,20170609,JY,3_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170609_QEh1_LC1_ChCh_FAMA_SA_HLAIp_JY_160517_1_R1.mzML,HLAIp,,,20170609,JY,1_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170609_QEh1_LC1_ChCh_FAMA_SA_HLAIp_JY_210417_2_R1.mzML,HLAIp,,,20170609,JY,2_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_200mM_1_R1.mzML,,,,20170811,SCX_UWB,1_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_200mM_2_R1.mzML,,,,20170811,SCX_UWB,2_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_200mM_3_R1.mzML,,,,20170811,SCX_UWB,3_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_200mM_4_R1.mzML,,,,20170811,SCX_UWB,4_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_5NH3_1_R1.mzML,,,,20170811,SCX_UWB,1_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_5NH3_2_R1.mzML,,,,20170811,SCX_UWB,2_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_5NH3_3_R1.mzML,,,,20170811,SCX_UWB,3_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_5NH3_4_R1.mzML,,,,20170811,SCX_UWB,4_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_75mM_1_R1.mzML,,,,20170811,SCX_UWB,1_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_75mM_2_R1.mzML,,,,20170811,SCX_UWB,2_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_75mM_3_R1.mzML,,,,20170811,SCX_UWB,3_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_Ctrl_75mM_4_R1.mzML,,,,20170811,SCX_UWB,4_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_200mM_1_R1.mzML,,,,20170811,SCX_UWB,1_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_200mM_2_R1.mzML,,,,20170811,SCX_UWB,2_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_200mM_3_R1.mzML,,,,20170811,SCX_UWB,3_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_200mM_4_R1.mzML,,,,20170811,SCX_UWB,4_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_5NH3_1_R1.mzML,,,,20170811,SCX_UWB,1_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_5NH3_2_R1.mzML,,,,20170811,SCX_UWB,2_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_5NH3_3_R1.mzML,,,,20170811,SCX_UWB,3_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_5NH3_4_R1.mzML,,,,20170811,SCX_UWB,4_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_75mM_1_R1.mzML,,,,20170811,SCX_UWB,1_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_75mM_2_R1.mzML,,,,20170811,SCX_UWB,2_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_75mM_3_R1.mzML,,,,20170811,SCX_UWB,3_R1,QEh1_LC1,,,Human,,,,
MSV000082184,20170811_QEh1_LC1_ChC_FaMa_SA_prot_SCX_UWB_IFNg_75mM_4_R1.mzML,,,,20170811,SCX_UWB,4_R1,QEh1_LC1,,,Human,,,,
MSV000082184,201703011_QEh1_LC2_FaMaChCh_SA_HLApI_3865-DM_1_R1.mzML,HLApI,,,201703011,3865-DM,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,201703020_QEh1_LC2_FaMaChCh_SA_HLApII_3865-DM_1_R1.mzML,HLApII,,,201703020,3866-DM,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170302_QEh1_LC2_FaMa_ChCh_SA_HLApI_RA957_1_R1.mzML,HLApI,,,20170302,RA957,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170302_QEh1_LC2_FaMa_ChCh_SA_HLApI_RA957_1_R2.mzML,HLApI,,,20170302,RA957,1_R2,QEh1_LC2,,,Human,,,,
MSV000082184,20170302_QEh1_LC2_FaMa_ChCh_SA_HLApI_RA957_2_R1.mzML,HLApI,,,20170302,RA957,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170302_QEh1_LC2_FaMa_ChCh_SA_HLApI_RA957_2_R2.mzML,HLApI,,,20170302,RA957,2_R2,QEh1_LC2,,,Human,,,,
MSV000082184,20170302_QEh1_LC2_FaMa_ChCh_SA_HLApI_RA957_3_R1.mzML,HLApI,,,20170302,RA957,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170302_QEh1_LC2_FaMa_ChCh_SA_HLApI_RA957_3_R2.mzML,HLApI,,,20170302,RA957,3_R2,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApII_TIL1_3_R1.mzML,HLApII,,,20170303,TIL1,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_CD165_1_R1.mzML,HLApI,,,20170303,CD165,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_CD165_2_R1.mzML,HLApI,,,20170303,CD165,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_CD165_3_R1.mzML,HLApI,,,20170303,CD165,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_CM647_1_R1.mzML,HLApI,,,20170303,CM647,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_CM647_2_R1.mzML,HLApI,,,20170303,CM647,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_CM647_3_R1.mzML,HLApI,,,20170303,CM647,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_JY_1_R1_exp2.mzML,HLApI,,,20170303,JY,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_JY_2_R1_exp2.mzML,HLApI,,,20170303,JY,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_JY_3_R1_exp2.mzML,HLApI,,,20170303,JY,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_PD42_1_R1.mzML,HLApI,,,20170303,PD42,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_PD42_2_R1.mzML,HLApI,,,20170303,PD42,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_PD42_3_R1.mzML,HLApI,,,20170303,PD42,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_TIL1_1_R1.mzML,HLApI,,,20170303,TIL1,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_TIL1_2_R1.mzML,HLApI,,,20170303,TIL1,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApI_TIL1_3_R1.mzML,HLApI,,,20170303,TIL1,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170306_QEh1_LC2_FaMa_ChCh_SA_HLApI_TIL3_1_R1.mzML,HLApI,,,20170306,TIL3,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170306_QEh1_LC2_FaMa_ChCh_SA_HLApI_TIL3_2_R1.mzML,HLApI,,,20170306,TIL3,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170306_QEh1_LC2_FaMa_ChCh_SA_HLApI_TIL3_3_R1.mzML,HLApI,,,20170306,TIL3,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170311_QEh1_LC2_FaMaChCh_SA_HLApI_3849-BR_2_R2.mzML,HLApI,,,20170311,3849-BR,2_R2,QEh1_LC2,,,Human,,,,
MSV000082184,20170311_QEh1_LC2_FaMaChCh_SA_HLApI_3849-BR_3_R1.mzML,HLApI,,,20170311,3849-BR,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170311_QEh1_LC2_FaMaChCh_SA_HLApI_3912-BAM_1_R1.mzML,HLApI,,,20170311,3912-BAM,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_CD165_1_R1.mzML,HLApII,,,20170317,CD165,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_CD165_2_R1.mzML,HLApII,,,20170317,CD165,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_CD165_3_R2.mzML,HLApII,,,20170317,CD165,3_R2,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_CM647_1_R1.mzML,HLApII,,,20170317,CM647,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_CM647_2_R1.mzML,HLApII,,,20170317,CM647,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_CM647_3_R1.mzML,HLApII,,,20170317,CM647,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_PD42_1_R1.mzML,HLApII,,,20170317,PD42,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_PD42_2_R1.mzML,HLApII,,,20170317,PD42,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_PD42_3_R1.mzML,HLApII,,,20170317,PD42,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_RA957_1_R1.mzML,HLApII,,,20170317,RA957,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_RA957_2_R1.mzML,HLApII,,,20170317,RA957,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_RA957_3_R1.mzML,HLApII,,,20170317,RA957,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_TIL1_1_R1.mzML,HLApII,,,20170317,TIL1,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_TIL1_2_R1.mzML,HLApII,,,20170317,TIL1,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_TIL3_1_R1.mzML,HLApII,,,20170317,TIL3,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_TIL3_2_R1.mzML,HLApII,,,20170317,TIL3,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_TIL3_3_R1.mzML,HLApII,,,20170317,TIL3,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3830-NJF_1_R1.mzML,HLApII,,,20170320,3830-NJF,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3830-NJF_2_R1.mzML,HLApII,,,20170320,3830-NJF,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3830-NJF_3_R1.mzML,HLApII,,,20170320,3830-NJF,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3849-BR_2_R1.mzML,HLApII,,,20170320,3849-BR,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3849-BR_3_R1.mzML,HLApII,,,20170320,3849-BR,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3912-BAM_1_R1.mzML,HLApII,,,20170320,3912-BAM,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMaChCh_SA_HLApI_3830-NJF_1_R1.mzML,HLApI,,,20170320,3830-NJF,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMaChCh_SA_HLApI_3830-NJF_2_R1.mzML,HLApI,,,20170320,3830-NJF,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMaChCh_SA_HLApI_3830-NJF_3_R1.mzML,HLApI,,,20170320,3830-NJF,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMa_ChCh_SA_HLApII_JY_1_R1_exp2_R1.mzML,HLApII,,,20170320,JY,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMa_ChCh_SA_HLApII_JY_2_R1_exp2_R1.mzML,HLApII,,,20170320,JY,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170320_QEh1_LC2_FaMa_ChCh_SA_HLApII_JY_3_R1_exp2_R1.mzML,HLApII,,,20170320,JY,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170413_QEh1_LC2_ChC_FaMa_SA_HLApII_CD165_50Mmore_1_R1.mzML,HLApII,,,20170413,CD165,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170413_QEh1_LC2_ChC_FaMa_SA_HLApII_CD165_50Mmore_2_R1.mzML,HLApII,,,20170413,CD165,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170413_QEh1_LC2_ChC_FaMa_SA_HLApII_CD165_50Mmore_3_R1.mzML,HLApII,,,20170413,CD165,3_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170413_QEh1_LC2_ChC_FaMa_SA_HLApI_CD165_70Mnew_1_R1.mzML,HLApI,,,20170413,CD165,1_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170413_QEh1_LC2_ChC_FaMa_SA_HLApI_CD165_70Mnew_2_R1.mzML,HLApI,,,20170413,CD165,2_R1,QEh1_LC2,,,Human,,,,
MSV000082184,20170413_QEh1_LC2_ChC_FaMa_SA_HLApI_CD165_70Mnew_3_R1.mzML,HLApI,,,20170413,CD165,3_R1,QEh1_LC2,,,Human,,,,
,,,,,,,,,,,,,,,
