Dataset,Run,Cohort,Subject,Condition,TimePoint,BioReplicate,Experiment,Batch,Channel,Fraction,Species,Disease,Tissue,Enzyme,Notes
MSV000078509,Depletion_Labelfree_KGG_H20130306_PM_SEPTM_LF_KGG_Exp1-2.mzXML,Depletion,,,H20120608_JQ,KAc,SEPTM_LF_KGG_Exp1-2,,,,Homo Sapiens,,,,
MSV000078509,Depletion_Labelfree_KGG_H20130306_PM_SEPTM_LF_KGG_Exp1-3.mzXML,Depletion,,,H20120608_JQ,KAc,SEPTM_LF_KGG_Exp1-3,,,,Homo Sapiens,,,,
MSV000078509,Depletion_SILAC_KAc_H20130306_PM_SEPTM_SILAC_L-IMAC-Kac_H-Kac-Exp2-2.mzXML,Depletion,,,H20120608_JQ,KAc,SEPTM_SILAC_L-IMAC-Kac_H-Kac-Exp2-2,,,,Homo Sapiens,,,,
MSV000078509,Depletion_SILAC_KAc_H20130306_PM_SEPTM_SILAC_L-Kac_H-IMAC-Kac-Exp2-1.mzXML,Depletion,,,H20120608_JQ,KAc,SEPTM_SILAC_L-Kac_H-IMAC-Kac-Exp2-1,,,,Homo Sapiens,,,,
MSV000078509,Depletion_SILAC_KGG_H20130306_PM_SEPTM_SILAC_L-IMAC-KGG_H-KGG-Exp1-2.mzXML,Depletion,,,H20120608_JQ,KAc,SEPTM_SILAC_L-IMAC-KGG_H-KGG-Exp1-2,,,,Homo Sapiens,,,,
MSV000078509,Depletion_SILAC_KGG_H20130306_PM_SEPTM_SILAC_L-KGG_H-IMAC-KGG-Exp1-1.mzXML,Depletion,,,H20120608_JQ,KAc,SEPTM_SILAC_L-KGG_H-IMAC-KGG-Exp1-1,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp1Lb_KAcfxn01.mzXML,High-coverage,,,H20120608_JQ,KAc,SPARC_Exp1Lb_KAcfxn01,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp1Lb_KAcfxn02.mzXML,High-coverage,,,H20120608_JQ,KAc,SPARC_Exp1Lb_KAcfxn02,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp1Lb_KAcfxn03.mzXML,High-coverage,,,H20120608_JQ,KAc,SPARC_Exp1Lb_KAcfxn03,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp1Lb_KAcfxn04.mzXML,High-coverage,,,H20120608_JQ,KAc,SPARC_Exp1Lb_KAcfxn04,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp1Lb_KAcfxn05.mzXML,High-coverage,,,H20120608_JQ,KAc,SPARC_Exp1Lb_KAcfxn05,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp1Lb_KAcfxn06.mzXML,High-coverage,,,H20120608_JQ,KAc,SPARC_Exp1Lb_KAcfxn06,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp1Lb_KAcfxnA.mzXML,High-coverage,,,H20120608_JQ,KAc,SPARC_Exp1Lb_KAcfxnA,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp2L_KAcfxn01.mzXML,High-coverage,,,H20120608_JQ,KAc,SPARC_Exp2L_KAcfxn01,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp2L_KAcfxn02.mzXML,High-coverage,,,H20120611_JQ,KAc,SPARC_Exp2L_KAcfxn02,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp2L_KAcfxn03.mzXML,High-coverage,,,H20120611_JQ,KAc,SPARC_Exp2L_KAcfxn03,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp2L_KAcfxn04.mzXML,High-coverage,,,H20120611_JQ,KAc,SPARC_Exp2L_KAcfxn04,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp2L_KAcfxn05.mzXML,High-coverage,,,H20120611_JQ,KAc,SPARC_Exp2L_KAcfxn05,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp2L_KAcfxn06.mzXML,High-coverage,,,H20120611_JQ,KAc,SPARC_Exp2L_KAcfxn06,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120703_JQ_SPARC_Exp2L_KAcfxnA.mzXML,High-coverage,,,H20120611_JQ,KAc,SPARC_Exp2L_KAcfxnA,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120706_JQ_SPARC_Exp3L_KAcfxn01.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp3L_KAcfxn01,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120706_JQ_SPARC_Exp3L_KAcfxn02.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp3L_KAcfxn02,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120706_JQ_SPARC_Exp3L_KAcfxn03.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp3L_KAcfxn03,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120706_JQ_SPARC_Exp3L_KAcfxn04.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp3L_KAcfxn04,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120706_JQ_SPARC_Exp3L_KAcfxn05.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp3L_KAcfxn05,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120706_JQ_SPARC_Exp3L_KAcfxn06.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp3L_KAcfxn06,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KAc_H20120706_JQ_SPARC_Exp3L_KAcfxnA.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp3L_KAcfxnA,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp1Lb_KGGfxn01.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp1Lb_KGGfxn01,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp1Lb_KGGfxn02.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp1Lb_KGGfxn02,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp1Lb_KGGfxn03.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp1Lb_KGGfxn03,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp1Lb_KGGfxn04.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp1Lb_KGGfxn04,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp1Lb_KGGfxn05.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp1Lb_KGGfxn05,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp1Lb_KGGfxn06.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp1Lb_KGGfxn06,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp1Lb_KGGfxnA.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp1Lb_KGGfxnA,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp2L_KGGfxn01.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp2L_KGGfxn01,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp2L_KGGfxn02.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp2L_KGGfxn02,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp2L_KGGfxn03.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp2L_KGGfxn03,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp2L_KGGfxn04.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp2L_KGGfxn04,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp2L_KGGfxn05.mzXML,High-coverage,,,H20120611_JQ,KGG,SPARC_Exp2L_KGGfxn05,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp2L_KGGfxn06.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp2L_KGGfxn06,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120703_JQ_SPARC_Exp2L_KGGfxnA.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp2L_KGGfxnA,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120706_JQ_SPARC_Exp3L_KGGfxn01.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp3L_KGGfxn01,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120706_JQ_SPARC_Exp3L_KGGfxn02.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp3L_KGGfxn02,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120706_JQ_SPARC_Exp3L_KGGfxn03.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp3L_KGGfxn03,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120706_JQ_SPARC_Exp3L_KGGfxn04.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp3L_KGGfxn04,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120706_JQ_SPARC_Exp3L_KGGfxn05.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp3L_KGGfxn05,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120706_JQ_SPARC_Exp3L_KGGfxn06.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp3L_KGGfxn06,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_KGG_H20120706_JQ_SPARC_Exp3L_KGGfxnA.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp3L_KGGfxnA,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn01.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp2L_protfxn01,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn02.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp2L_protfxn02,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn03.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp2L_protfxn03,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn04.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp2L_protfxn04,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn05.mzXML,High-coverage,,,H20120615_JQ,KGG,SPARC_Exp2L_protfxn05,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn06.mzXML,High-coverage,,,H20120615_JQ,Labelfree_KAc,SPARC_Exp2L_protfxn06,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn07.mzXML,High-coverage,,,H20120615_JQ,Labelfree_KAc,SPARC_Exp2L_protfxn07,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn08.mzXML,High-coverage,,,H20120615_JQ,Labelfree_KAc,SPARC_Exp2L_protfxn08,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn09.mzXML,High-coverage,,,H20120615_JQ,Labelfree_KAc,SPARC_Exp2L_protfxn09,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn10.mzXML,High-coverage,,,H20120615_JQ,Labelfree_KAc,SPARC_Exp2L_protfxn10,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn11.mzXML,High-coverage,,,H20120615_JQ,Labelfree_KAc,SPARC_Exp2L_protfxn11,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn12.mzXML,High-coverage,,,H20120615_JQ,Labelfree_KAc,SPARC_Exp2L_protfxn12,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn13.mzXML,High-coverage,,,H20120615_JQ,Labelfree_KAc,SPARC_Exp2L_protfxn13,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn14.mzXML,High-coverage,,,H20120615_JQ,Labelfree_KAc,SPARC_Exp2L_protfxn14,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn15.mzXML,High-coverage,,,H20120615_JQ,Labelfree_KGG,SPARC_Exp2L_protfxn15,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn16.mzXML,High-coverage,,,H20120615_JQ,Labelfree_KGG,SPARC_Exp2L_protfxn16,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn17.mzXML,High-coverage,,,H20120618_PM,Labelfree_KGG,SPARC_Exp2L_protfxn17,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn18.mzXML,High-coverage,,,H20120618_PM,Labelfree_KGG,SPARC_Exp2L_protfxn18,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn19.mzXML,High-coverage,,,H20120618_PM,Labelfree_KGG,SPARC_Exp2L_protfxn19,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn20.mzXML,High-coverage,,,H20120618_PM,Labelfree_KGG,SPARC_Exp2L_protfxn20,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn21.mzXML,High-coverage,,,H20120618_PM,Proteome,SPARC_Exp2L_protfxn21,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn22.mzXML,High-coverage,,,H20120618_PM,Proteome,SPARC_Exp2L_protfxn22,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn23.mzXML,High-coverage,,,H20120618_PM,Proteome,SPARC_Exp2L_protfxn23,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxn24.mzXML,High-coverage,,,H20120618_PM,Proteome,SPARC_Exp2L_protfxn24,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120611_JQ_SPARC_Exp2L_protfxnA.mzXML,High-coverage,,,H20120618_PM,Proteome,SPARC_Exp2L_protfxnA,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn01.mzXML,High-coverage,,,H20120618_PM,Proteome,SPARC_Exp1Lb_protfxn01,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn02.mzXML,High-coverage,,,H20120618_PM,Proteome,SPARC_Exp1Lb_protfxn02,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn03.mzXML,High-coverage,,,H20120618_PM,Proteome,SPARC_Exp1Lb_protfxn03,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn04.mzXML,High-coverage,,,H20120618_PM,Proteome,SPARC_Exp1Lb_protfxn04,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn05.mzXML,High-coverage,,,H20120621_JQ,Proteome,SPARC_Exp1Lb_protfxn05,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn06.mzXML,High-coverage,,,H20120621_JQ,Proteome,SPARC_Exp1Lb_protfxn06,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn07.mzXML,High-coverage,,,H20120621_JQ,Proteome,SPARC_Exp1Lb_protfxn07,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn08.mzXML,High-coverage,,,H20120621_JQ,Proteome,SPARC_Exp1Lb_protfxn08,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn09.mzXML,High-coverage,,,H20120621_JQ,Proteome,SPARC_Exp1Lb_protfxn09,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn10.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn10,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn11.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn11,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn12.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn12,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn13.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn13,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn14.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn14,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn15.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn15,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn16.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn16,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn17.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn17,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn18.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn18,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn19.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn19,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn20.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn20,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn21.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn21,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn22.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn22,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn23.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn23,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn24.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn24,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120615_JQ_SPARC_Exp1Lb_protfxn25.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp1Lb_protfxn25,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn01.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp3L_protfxn01,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn02.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp3L_protfxn02,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn03.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp3L_protfxn03,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn04.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp3L_protfxn04,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn05.mzXML,High-coverage,,,H20120622_JQ,Proteome,SPARC_Exp3L_protfxn05,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn06.mzXML,High-coverage,,,H20120627_PM,Proteome,SPARC_Exp3L_protfxn06,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn07.mzXML,High-coverage,,,H20120627_PM,Proteome,SPARC_Exp3L_protfxn07,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn08.mzXML,High-coverage,,,H20120627_PM,Proteome,SPARC_Exp3L_protfxn08,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn09.mzXML,High-coverage,,,H20120627_PM,Proteome,SPARC_Exp3L_protfxn09,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn10.mzXML,High-coverage,,,H20120627_PM,Proteome,SPARC_Exp3L_protfxn10,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn11.mzXML,High-coverage,,,H20120627_PM,Proteome,SPARC_Exp3L_protfxn11,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn12.mzXML,High-coverage,,,H20120627_PM,Proteome,SPARC_Exp3L_protfxn12,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn13.mzXML,High-coverage,,,H20120627_PM,Proteome,SPARC_Exp3L_protfxn13,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn14.mzXML,High-coverage,,,H20120627_PM,Proteome,SPARC_Exp3L_protfxn14,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn15.mzXML,High-coverage,,,H20120627_PM,Proteome,SPARC_Exp3L_protfxn15,,,,Homo Sapiens,,,,
MSV000078509,High-coverage_Proteome_H20120627_PM_SPARC_Exp3L_protfxn16.mzXML,High-coverage,,,H20120627_PM,Proteome,SPARC_Exp3L_protfxn16,,,,Homo Sapiens,,,,
