High-coverage,Proteome,H20120615_JQ,SPARC_Exp1Lb_protfxn18
High-coverage,Proteome,H20120615_JQ,SPARC_Exp1Lb_protfxn19
High-coverage,Proteome,H20120615_JQ,SPARC_Exp1Lb_protfxn20
High-coverage,Proteome,H20120615_JQ,SPARC_Exp1Lb_protfxn21
High-coverage,Proteome,H20120615_JQ,SPARC_Exp1Lb_protfxn22
High-coverage,Proteome,H20120615_JQ,SPARC_Exp1Lb_protfxn23
High-coverage,Proteome,H20120615_JQ,SPARC_Exp1Lb_protfxn24
High-coverage,Proteome,H20120615_JQ,SPARC_Exp1Lb_protfxn25
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn01
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn02
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn03
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn04
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn05
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn06
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn07
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn08
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn09
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn10
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn11
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn12
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn13
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn14
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn15
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn16
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn17
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn18
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn19
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn20
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn21
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn22
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn23
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxn24
High-coverage,Proteome,H20120627_PM,SPARC_Exp3L_protfxnA
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_01
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_02
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_03
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_04
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_05
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_06
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_07
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_08
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_09
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_10
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_11
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_12
High-coverage,pSTY,H20120608_JQ,SPARC2Large_IMAC_A
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_01
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_02
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_03
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_04
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_05
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_06
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_07
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_08
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_09
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_10
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_11
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_12
High-coverage,pSTY,H20120608_JQ,SPARC3BLarge_IMAC_A
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_01
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_02
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_03
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_04
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_05
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_06
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_07
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_08
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_09
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_10
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_11
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_12
High-coverage,pSTY,H20120618_PM,SPARC1Large_IMAC_A
Low-coverage,KAc,H20120727_JQ,SPARC_Exp1S_KAc
Low-coverage,KAc,H20120727_JQ,SPARC_Exp2S_KAc
Low-coverage,KAc,H20120727_JQ,SPARC_Exp3S_KAc
Low-coverage,KGG,H20120727_JQ,SPARC_Exp1S_KGG
Low-coverage,KGG,H20120727_JQ,SPARC_Exp2S_KGG
Low-coverage,KGG,H20120727_JQ,SPARC_Exp3S_KGG
Low-coverage,Proteome,H20120622_JQ,SPARC_Exp1S_protfxn
Low-coverage,Proteome,H20120727_JQ,SPARC_Exp2S_proteome
Low-coverage,Proteome,H20120807_JQ,SPARC3S_newsample
Low-coverage,pSTY,H20120605_JQ,SPARC2Small_IMAC_oneshot
Low-coverage,pSTY,H20120622_JQ,SPARC1Small_IMAC_01
Low-coverage,pSTY,H20120731_JQ,SPARC_Exp3S_IMAConeshot
Medium-coverage,KAc,H20120727_JQ,SPARC_Exp1M_KAc_01
Medium-coverage,KAc,H20120727_JQ,SPARC_Exp1M_KAc_02
Medium-coverage,KAc,H20120727_JQ,SPARC_Exp1M_KAc_a
Medium-coverage,KAc,H20120727_JQ,SPARC_Exp2M_KAc_01
Medium-coverage,KAc,H20120727_JQ,SPARC_Exp2M_KAc_02
Medium-coverage,KAc,H20120727_JQ,SPARC_Exp2M_KAc_A
Medium-coverage,KAc,H20120727_JQ,SPARC_Exp3M_KAc_01
Medium-coverage,KAc,H20120727_JQ,SPARC_Exp3M_KAc_02
Medium-coverage,KAc,H20120727_JQ,SPARC_Exp3M_KAc_A
Medium-coverage,KGG,H20120727_JQ,SPARC_Exp1M_KGG_01
Medium-coverage,KGG,H20120727_JQ,SPARC_Exp1M_KGG_02
Medium-coverage,KGG,H20120727_JQ,SPARC_Exp1M_KGG_A
Medium-coverage,KGG,H20120727_JQ,SPARC_Exp2M_KGG_01
Medium-coverage,KGG,H20120727_JQ,SPARC_Exp2M_KGG_02
Medium-coverage,KGG,H20120727_JQ,SPARC_Exp2M_KGG_A
Medium-coverage,KGG,H20120727_JQ,SPARC_Exp3M_KGG_01
Medium-coverage,KGG,H20120727_JQ,SPARC_Exp3M_KGG_02
Medium-coverage,KGG,H20120727_JQ,SPARC_Exp3M_KGG_A
Medium-coverage,Proteome,H20120622_JQ,SPARC_Exp1M_protfxn01
Medium-coverage,Proteome,H20120622_JQ,SPARC_Exp1M_protfxn02
Medium-coverage,Proteome,H20120622_JQ,SPARC_Exp1M_protfxn03
Medium-coverage,Proteome,H20120622_JQ,SPARC_Exp1M_protfxn04
Medium-coverage,Proteome,H20120622_JQ,SPARC_Exp1M_protfxn05
Medium-coverage,Proteome,H20120622_JQ,SPARC_Exp1M_protfxn06
Medium-coverage,Proteome,H20120622_JQ,SPARC_Exp1M_protfxn07
Medium-coverage,Proteome,H20120622_JQ,SPARC_Exp1M_protfxn08
Medium-coverage,Proteome,H20120622_JQ,SPARC_Exp1M_protfxnA
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp2M_proteome_01
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp2M_proteome_02
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp2M_proteome_03
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp2M_proteome_04
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp2M_proteome_05
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp2M_proteome_06
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp2M_proteome_07
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp2M_proteome_08
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp2M_proteome_A
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp3M_proteome_01
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp3M_proteome_02
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp3M_proteome_03
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp3M_proteome_04
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp3M_proteome_05
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp3M_proteome_06
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp3M_proteome_07
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp3M_proteome_08
Medium-coverage,Proteome,H20120727_JQ,SPARC_Exp3M_proteome_A
Medium-coverage,pSTY,H20120621_JQ,SPARC1Medium_IMAC_01
Medium-coverage,pSTY,H20120621_JQ,SPARC1Medium_IMAC_02
Medium-coverage,pSTY,H20120621_JQ,SPARC1Medium_IMAC_03
Medium-coverage,pSTY,H20120621_JQ,SPARC1Medium_IMAC_04
Medium-coverage,pSTY,H20120621_JQ,SPARC1Medium_IMAC_A
Medium-coverage,pSTY,H20120622_JQ,SPARC2Medium_IMAC_01
Medium-coverage,pSTY,H20120622_JQ,SPARC2Medium_IMAC_02
Medium-coverage,pSTY,H20120622_JQ,SPARC2Medium_IMAC_03
Medium-coverage,pSTY,H20120622_JQ,SPARC2Medium_IMAC_04
Medium-coverage,pSTY,H20120622_JQ,SPARC2Medium_IMAC_A
Medium-coverage,pSTY,H20120622_JQ,SPARC3Medium_IMAC_01
Medium-coverage,pSTY,H20120622_JQ,SPARC3Medium_IMAC_02
Medium-coverage,pSTY,H20120622_JQ,SPARC3Medium_IMAC_03
Medium-coverage,pSTY,H20120622_JQ,SPARC3Medium_IMAC_04
Medium-coverage,pSTY,H20120622_JQ,SPARC3Medium_IMAC_A
