Dataset,Run,Cohort,Subject,Condition,TimePoint,BioReplicate,Experiment,Batch,Channel,Fraction,Species,Disease,Tissue,Enzyme,Notes
MSV000084172,Alleles_BC_noIAA/B2705_20160410/MS20160409/CRH_HLA_B_2705_BioRep2_TechRep1.mzML,MEL 3,MEL 3,,B2705_20160410,B2705,cells,13240-006,,,,Melanoma,,,
MSV000084172,Alleles_BC_noIAA/B2705_20160410/MS20160409/CRH_HLA_B_2705_BioRep2_TechRep2.mzML,MEL 3,MEL 3,,B2705_20160410,B2705,cells,13240-006,,,,Melanoma,,,
MSV000084172,Alleles_ABCG_IAA/A0202_20180428/YE/20180428_SK_HLA_A0202_3Ips_a50mio_R1_01.mzML,MEL 15,MEL 15,,A0202_20180428,A0202,cells,13240-015,,,,Melanoma,,,
MSV000084172,Alleles_ABCG_IAA/A0202_20180428/YE/20180428_SK_HLA_A0202_3Ips_a50mio_R1_02.mzML,MEL 15,MEL 15,,A0202_20180428,A0202,cells,13240-015,,,,Melanoma,,,
MSV000084172,Alleles_ABCG_IAA/A0202_20180428/YE/20180428_SK_HLA_A0202_3Ips_a50mio_R2_01.mzML,MEL 15,MEL 15,,A0202_20180428,A0202,cells,13240-015,,,,Melanoma,,,
MSV000084172,Alleles_ABCG_IAA/A0202_20180428/YE/20180428_SK_HLA_A0202_3Ips_a50mio_R2_02.mzML,MEL 15,MEL 15,,A0202_20180428,A0202,cells,13240-015,,,,Melanoma,,,
MSV000084172,Alleles_ABCG_IAA/A6801_20180503/YE/20180502_SK_HLA_A6801_3Ips_a50mio_R1_01.mzML,GBM7,GBM7,,A6801_20180503,A6801,cells,14362-007,,,,GBM,,,
MSV000084172,Alleles_ABCG_IAA/A6801_20180503/YE/20180502_SK_HLA_A6801_3Ips_a50mio_R1_02.mzML,GBM7,GBM7,,A6801_20180503,A6801,cells,14362-007,,,,GBM,,,
MSV000084172,Alleles_ABCG_IAA/A6801_20180503/YE/20180502_SK_HLA_A6801_3Ips_a50mio_R2_01.mzML,GBM7,GBM7,,A6801_20180503,A6801,cells,14362-007,,,,GBM,,,
MSV000084172,Alleles_ABCG_IAA/A6801_20180503/YE/20180502_SK_HLA_A6801_3Ips_a50mio_R2_02.mzML,GBM7,GBM7,,A6801_20180503,A6801,cells,14362-007,,,,GBM,,,
MSV000084172,Alleles_ABCG_IAA/B3503_20180504/YE/20180504_SK_HLA_B3503_3Ips_a50mio_R1_01.mzML,GBM7,GBM7,,B3503_20180504,B3503,cells,14362-007,,,,GBM,,,
MSV000084172,Alleles_ABCG_IAA/B3503_20180504/YE/20180504_SK_HLA_B3503_3Ips_a50mio_R1_02.mzML,GBM7,GBM7,,B3503_20180504,B3503,cells,14362-007,,,,GBM,,,
MSV000084172,Alleles_ABCG_IAA/B3503_20180504/YE/20180504_SK_HLA_B3503_3Ips_a50mio_R2_01.mzML,GBM7,GBM7,,B3503_20180504,B3503,cells,14362-007,,,,GBM,,,
MSV000084172,Alleles_ABCG_IAA/B3503_20180504/YE/20180504_SK_HLA_B3503_3Ips_a50mio_R2_02.mzML,GBM7,GBM7,,B3503_20180504,B3503,cells,14362-007,,,,GBM,,,
MSV000084172,Alleles_ABCG_IAA/B1510_20180830/YY/20180830_SK_HLA_B1510_200Mio_01.mzML,,,,B1510_20180830,B1510,,,,,,,,,
MSV000084172,Alleles_ABCG_IAA/B1510_20180830/YY/20180830_SK_HLA_B1510_200Mio_02.mzML,,,,B1510_20180830,B1510,,,,,,,,,
MSV000084172,Alleles_ABCG_IAA/B1510_20180830/YY/20180830_SK_HLA_B1510_200Mio_03.mzML,,,,B1510_20180830,B1510,,,,,,,,,
MSV000084172,Blanks_IP/BlankIP_B721221_20180412/YJ/20180412_SK_HLA_B721221_2Ips_50mio_R1.mzML,,,,B721221_20180412,B7212,,,,,,,,,
MSV000084172,Alleles_ABCG_IAA/A2301_20170504/GN20170503/SK_HLA_A2301_01.mzML,OvCa109,OvCa109,,A2301_20170504,A2301,,,,,,,,,
MSV000084172,Alleles_ABCG_IAA/A2301_20170504/GN20170503/SK_HLA_A2301_02.mzML,OvCa109,OvCa109,,A2301_20170504,A2301,,,,,,,,,
MSV000084172,Alleles_ABCG_IAA/B4201_2017/GN20170503/SK_HLA_B4201_01.mzML,,,,B4201_2017,B4201,,,,,,,,,
MSV000084172,Alleles_ABCG_IAA/B4201_2017/GN20170503/SK_HLA_B4201_02.mzML,,,,B4201_2017,B4201,,,,,,,,,
MSV000084172,Alleles_ABCG_IAA/C1403_20170112/GG20170112/CRH_HLA_C1403_biorep1_techrep1.mzML,,,,C1403_20170112,C1403,C1403,biorep1_techrep1,,,,,,,
MSV000084172,Alleles_ABCG_IAA/C1403_20170112/GG20170112/CRH_HLA_C1403_biorep1_techrep2.mzML,,,,C1403_20170112,C1403,C1403,biorep1_techrep2,,,,,,,
MSV000084172,Alleles_BC_noIAA/C0302_20161104/GG20161104/CRH_HLA_C0302_BioRep1_inject1.mzML,,,,C0302_20161104,C0302,C0302,BioRep1_inject1,,,,,,,
MSV000084172,Alleles_BC_noIAA/C0302_20161104/GG20161104/CRH_HLA_C0302_BioRep1_inject2.mzML,,,,C0302_20161104,C0302,C0302,BioRep1_inject2,,,,,,,
MSV000084172,Alleles_BC_noIAA/C1502_20161010/GG20161008/CRH_HLAC_1502_biorep1_techrep1.mzML,OvCa10,OvCa10,,C1502_20161010,C1502,1502,biorep1_techrep1,,,,,,,
MSV000084172,Alleles_BC_noIAA/C1502_20161010/GG20161008/CRH_HLAC_1502_biorep1_techrep2.mzML,OvCa10,OvCa10,,C1502_20161010,C1502,1502,biorep1_techrep2,,,,,,,
MSV000084172,Alleles_BC_noIAA/C1601_20161010/GG20161008/CRH_HLAC_1601_biorep1_techrep1.mzML,OvCa66,OvCa66,,C1601_20161010,C1601,1601,biorep1_techrep1,,,,,,,
MSV000084172,Alleles_BC_noIAA/C1601_20161010/GG20161008/CRH_HLAC_1601_biorep1_techrep2.mzML,OvCa66,OvCa66,,C1601_20161010,C1601,1601,biorep1_techrep2,,,,,,,
MSV000084172,Alleles_ABCG_IAA/C1403_20170112/GG20170112/CRH_HLA_C1403_biorep2_techrep1.mzML,,,,C1403_20170112,C1403,C1403,biorep2_techrep1,,,,,,,
MSV000084172,Alleles_ABCG_IAA/C1403_20170112/GG20170112/CRH_HLA_C1403_biorep2_techrep2.mzML,,,,C1403_20170112,C1403,C1403,biorep2_techrep2,,,,,,,
MSV000084172,Alleles_BC_noIAA/C0302_20161104/GG20161104/CRH_HLA_C0302_BioRep2_inject1.mzML,,,,C0302_20161104,C0302,C0302,BioRep2_inject1,,,,,,,
MSV000084172,Alleles_BC_noIAA/C0302_20161104/GG20161104/CRH_HLA_C0302_BioRep2_inject2.mzML,,,,C0302_20161104,C0302,C0302,BioRep2_inject2,,,,,,,
MSV000084172,Alleles_BC_noIAA/C1502_20161010/GG20161008/CRH_HLAC_1502_biorep2_techrep1.mzML,OvCa10,OvCa10,,C1502_20161010,C1502,1502,biorep1_techrep1,,,,,,,
MSV000084172,Alleles_BC_noIAA/C1502_20161010/GG20161008/CRH_HLAC_1502_biorep2_techrep2.mzML,OvCa10,OvCa10,,C1502_20161010,C1502,1502,biorep1_techrep2,,,,,,,
MSV000084172,Alleles_BC_noIAA/C1601_20161010/GG20161008/CRH_HLAC_1601_biorep2_techrep1.mzML,OvCa66,OvCa66,,C1601_20161010,C1601,1601,biorep1_techrep1,,,,,,,
MSV000084172,Alleles_BC_noIAA/C1601_20161010/GG20161008/CRH_HLAC_1601_biorep2_techrep2.mzML,OvCa66,OvCa66,,C1601_20161010,C1601,1601,biorep1_techrep2,,,,,,,
MSV000084172,Blanks_IP/BlankBeads_20170223/GG20170223/CRH_HLA_BlankBeads_01.mzML,,,,BlankBeads_20170223,G2017,,BlankBeads,,,,,,,
MSV000084172,Blanks_IP/BlankBeads_20170223/GG20170223/CRH_HLA_BlankBeads_02.mzML,,,,BlankBeads_20170223,G2017,,BlankBeads,,,,,,,
MSV000084172,Blanks_IP/BlankIP_B721221_20170307/GG20170307/CRH_HLA_721221_BlankIP_01.mzML,,,,BlankIP_B721221_20170307,B7212,,BlankIP,,,,,,,
MSV000084172,Blanks_IP/BlankIP_B721221_20170307/GG20170307/CRH_HLA_721221_BlankIP_02.mzML,,,,BlankIP_B721221_20170307,B7212,,BlankIP,,,,,,,
MSV000084172,Alleles_ABCG_IAA/C1203_20170112/GG20170112/CRH_HLA_C1203_biorep1_techrep2.mzML,OV1,OV1,,C1203_20170112,C1203,cells,CP-594_v1,,,,Ovarian,,,
MSV000084172,Alleles_ABCG_IAA/C1203_20170112/GG20170112/CRH_HLA_C1203_biorep2_techrep1.mzML,OV1,OV1,,C1203_20170112,C1203,cells,CP-594_v1,,,,Ovarian,,,
MSV000084172,Alleles_ABCG_IAA/C1203_20170112/GG20170112/CRH_HLA_C1203_biorep2_techrep2.mzML,OV1,OV1,,C1203_20170112,C1203,cells,CP-594_v1,,,,Ovarian,,,
MSV000084172,Alleles_ABCG_IAA/B0702_20170504/GN20170503/SK_HLA_B0702_01.mzML,CLL C,CLL C,,B0702_20170504,B0702,CD19 sorted,DFCI-5283,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/B0702_20170504/GN20170503/SK_HLA_B0702_02.mzML,CLL C,CLL C,,B0702_20170504,B0702,CD19 sorted,DFCI-5283,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0701_2017/GN20170627/SK_HLA_C0701_R2_01.mzML,CLL C,CLL C,,C0701_2017,C0701,CD19 sorted,DFCI-5283,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0701_2017/GN20170627/SK_HLA_C0701_R2_02.mzML,CLL C,CLL C,,C0701_2017,C0701,CD19 sorted,DFCI-5283,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0701_2017/GN20170628/SK_HLA_C0701_R1_01.mzML,CLL C,CLL C,,C0701_2017,C0701,CD19 sorted,DFCI-5283,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0701_2017/GN20170628/SK_HLA_C0701_R1_02.mzML,CLL C,CLL C,,C0701_2017,C0701,CD19 sorted,DFCI-5283,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0701_2017/YD20180130/SK_HLA_C0701_150Miocells_R1_01.mzML,CLL C,CLL C,,C0701_2017,C0701,CD19 sorted,DFCI-5283,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0701_2017/YD20180130/SK_HLA_C0701_150Miocells_R1_02.mzML,CLL C,CLL C,,C0701_2017,C0701,CD19 sorted,DFCI-5283,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0701_2017/YD20180130/SK_HLA_C0701_150Miocells_R2_01.mzML,CLL C,CLL C,,C0701_2017,C0701,CD19 sorted,DFCI-5283,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0701_2017/YD20180130/SK_HLA_C0701_150Miocells_R2_02.mzML,CLL C,CLL C,,C0701_2017,C0701,CD19 sorted,DFCI-5283,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/A0206_20180724/YE/20180724_SK_HLA_A0206_R1_01.mzML,CLL B,CLL B,,A0206_20180724,A0206,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/A0206_20180724/YE/20180724_SK_HLA_A0206_R1_02.mzML,CLL B,CLL B,,A0206_20180724,A0206,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/A0206_20180724/YE/20180724_SK_HLA_A0206_R2_01.mzML,CLL B,CLL B,,A0206_20180724,A0206,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/A0206_20180724/YE/20180724_SK_HLA_A0206_R2_02.mzML,CLL B,CLL B,,A0206_20180724,A0206,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/B0801_20170303/GG20170303/CRH_HLA_B0801_rep1_01.mzML,CLL B,CLL B,,B0801_20170303,B0801,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/B0801_20170303/GG20170303/CRH_HLA_B0801_rep1_02.mzML,CLL B,CLL B,,B0801_20170303,B0801,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/B0801_20170303/GG20170303/CRH_HLA_B0801_rep2_01.mzML,CLL B,CLL B,,B0801_20170303,B0801,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/B0801_20170303/GG20170303/CRH_HLA_B0801_rep2_02.mzML,CLL B,CLL B,,B0801_20170303,B0801,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0702_20170619/GN20170531/SK_HLA_C0702_R1_01.mzML,CLL B,CLL B,,C0702_20170619,C0702,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0702_20170619/GN20170531/SK_HLA_C0702_R1_02.mzML,CLL B,CLL B,,C0702_20170619,C0702,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0702_20170619/H2A/20170618_SK_HLA_C0702_R2_02.mzML,CLL B,CLL B,,C0702_20170619,C0702,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_BC_noIAA/C1402_20161104/GG20161104/CRH_HLA_C1402_BioRep1_inject1.mzML,CLL B,CLL B,,C1402_20161104,C1402,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_BC_noIAA/C1402_20161104/GG20161104/CRH_HLA_C1402_BioRep1_inject2.mzML,CLL B,CLL B,,C1402_20161104,C1402,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_BC_noIAA/C1402_20161104/GG20161104/CRH_HLA_C1402_BioRep2_inject1.mzML,CLL B,CLL B,,C1402_20161104,C1402,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_BC_noIAA/C1402_20161104/GG20161104/CRH_HLA_C1402_BioRep2_inject2.mzML,CLL B,CLL B,,C1402_20161104,C1402,"CLL, CD19 sorted",DFCI-5328,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/B1402_20171013/GN20171013/SK_HLA_B1402_R1_01.mzML,,,,B1402_20171013,B1402,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/B1402_20171013/GN20171013/SK_HLA_B1402_R1_02.mzML,CLL A,CLL A,,B1402_20171013,B1402,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/B1402_20171013/GN20171013/SK_HLA_B1402_R2_01.mzML,CLL A,CLL A,,B1402_20171013,B1402,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/B1402_20171013/GN20171013/SK_HLA_B1402_R2_02.mzML,CLL A,CLL A,,B1402_20171013,B1402,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0401_20170112/GG20170112/CRH_HLA_C0401_biorep1_techrep1.mzML,CLL A,CLL A,,C0401_20170112,C0401,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0401_20170112/GG20170112/CRH_HLA_C0401_biorep1_techrep2.mzML,CLL A,CLL A,,C0401_20170112,C0401,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0401_20170112/GG20170112/CRH_HLA_C0401_biorep2_techrep1.mzML,CLL A,CLL A,,C0401_20170112,C0401,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0401_20170112/GG20170112/CRH_HLA_C0401_biorep2_techrep2.mzML,CLL A,CLL A,,C0401_20170112,C0401,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0802_2017/AC20171009/Broad_HLA_C0802_R1_Rep01.mzML,CLL A,CLL A,,C0802_2017,C0802,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0802_2017/AC20171009/Broad_HLA_C0802_R1_Rep02.mzML,CLL A,CLL A,,C0802_2017,C0802,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0802_2017/AC20171009/Broad_HLA_C0802_R2_Rep01.mzML,CLL A,CLL A,,C0802_2017,C0802,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0802_2017/AC20171009/Broad_HLA_C0802_R2_Rep02.mzML,CLL A,CLL A,,C0802_2017,C0802,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0802_2017/GG20161104/CRH_HLA_C0802_BioRep1_inject1.mzML,CLL A,CLL A,,C0802_2017,C0802,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0802_2017/GG20161104/CRH_HLA_C0802_BioRep1_inject2.mzML,CLL A,CLL A,,C0802_2017,C0802,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0802_2017/GG20161104/CRH_HLA_C0802_BioRep2_inject1.mzML,CLL A,CLL A,,C0802_2017,C0802,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,Alleles_ABCG_IAA/C0802_2017/GG20161104/CRH_HLA_C0802_BioRep2_inject2.mzML,CLL A,CLL A,,C0802_2017,C0802,"CLL, CD19 sorted",DFCI-5341,,,,CLL,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_1.mzML,,,,YY/20180813,B721221,,,,Frx_1,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_10.mzML,,,,YY/20180813,B721221,,,,Frx_10,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_11.mzML,,,,YY/20180813,B721221,,,,Frx_11,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_12.mzML,,,,YY/20180813,B721221,,,,Frx_12,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_13.mzML,,,,YY/20180813,B721221,,,,Frx_13,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_14.mzML,,,,YY/20180813,B721221,,,,Frx_14,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_15.mzML,,,,YY/20180813,B721221,,,,Frx_15,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_16.mzML,,,,YY/20180813,B721221,,,,Frx_16,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_17.mzML,,,,YY/20180813,B721221,,,,Frx_17,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_18.mzML,,,,YY/20180813,B721221,,,,Frx_18,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_19.mzML,,,,YY/20180813,B721221,,,,Frx_19,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_2.mzML,,,,YY/20180813,B721221,,,,Frx_2,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_20.mzML,,,,YY/20180813,B721221,,,,Frx_20,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_21.mzML,,,,YY/20180813,B721221,,,,Frx_21,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_22.mzML,,,,YY/20180813,B721221,,,,Frx_22,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_23.mzML,,,,YY/20180813,B721221,,,,Frx_23,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_24.mzML,,,,YY/20180813,B721221,,,,Frx_24,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_3.mzML,,,,YY/20180813,B721221,,,,Frx_3,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_4.mzML,,,,YY/20180813,B721221,,,,Frx_4,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_5.mzML,,,,YY/20180813,B721221,,,,Frx_5,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_6.mzML,,,,YY/20180813,B721221,,,,Frx_6,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_7.mzML,,,,YY/20180813,B721221,,,,Frx_7,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_8.mzML,,,,YY/20180813,B721221,,,,Frx_8,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_9.mzML,,,,YY/20180813,B721221,,,,Frx_9,,,,,
MSV000084172,B721221_fullproteomelabelfree/YY/20180813/SK_HLA_B721221_FP_LF_Frx_A.mzML,,,,YY/20180813,B721221,,,,Frx_A,,,,,
MSV000084172,Alleles_ABCG_IAA/A3201_20180428/YE/20180428_SK_HLA_A3201_3Ips_a50mio_R1_01.mzML,GBM9,GBM9,,A3201_20180428,A3201,cells,H4198 BT187,,,,GBM,,,
MSV000084172,Alleles_ABCG_IAA/A3201_20180428/YE/20180428_SK_HLA_A3201_3Ips_a50mio_R1_02.mzML,GBM9,GBM9,,A3201_20180428,A3201,cells,H4198 BT187,,,,GBM,,,
MSV000084172,Alleles_ABCG_IAA/A3201_20180428/YE/20180428_SK_HLA_A3201_3Ips_a50mio_R2_01.mzML,GBM9,GBM9,,A3201_20180428,A3201,cells,H4198 BT187,,,,GBM,,,
MSV000084172,Alleles_ABCG_IAA/A3201_20180428/YE/20180428_SK_HLA_A3201_3Ips_a50mio_R2_02.mzML,GBM9,GBM9,,A3201_20180428,A3201,cells,H4198 BT187,,,,GBM,,,
