Dataset,Run,Cohort,Subject,Condition,TimePoint,BioReplicate,Experiment,Batch,Channel,Fraction,Species,Disease,Tissue,Enzyme,Notes
MSV000096130,20161205_QEh1_LC1_HLApII_CD165_INFg_2_R1.mzML,HLApII,,,20161205,CD165,1,QEh1_LC1,,,Human,,,,
MSV000096130,20161205_QEh1_LC1_HLApII_CD165_INFg_2_R2.mzML,HLApII,,,20161205,CD165,2,QEh1_LC1,,,Human,,,,
MSV000096130,20161205_QEh1_LC1_HLApII_CD165_INFg_3_R2.mzML,HLApII,,,20161205,CD165,2,QEh1_LC1,,,Human,,,,
MSV000096130,20161205_QEh1_LC1_HLApII_CD165_ctrl_1_R1.mzML,HLApII,,,20161205,CD165,1,QEh1_LC1,,,Human,,,,
MSV000096130,20161205_QEh1_LC1_HLApII_CD165_ctrl_2_R1.mzML,HLApII,,,20161205,CD165,1,QEh1_LC1,,,Human,,,,
MSV000096130,20161205_QEh1_LC1_HLApII_CD165_ctrl_3_R1.mzML,HLApII,,,20161205,CD165,1,QEh1_LC1,,,Human,,,,
MSV000096130,20161205_QEh1_LC1_HLApII_CD165_ctrl_3_R2.mzML,HLApII,,,20161205,CD165,2,QEh1_LC1,,,Human,,,,
MSV000096130,20161209_QEh1_LC1_HLApII_BP455_1_R1.mzML,HLApII,,,20161209,BP455,1,QEh1_LC1,,,Human,,,,
MSV000096130,20161209_QEh1_LC1_HLApII_BP455_1_R2.mzML,HLApII,,,20161209,BP455,2,QEh1_LC1,,,Human,,,,
MSV000096130,20161209_QEh1_LC1_HLApII_BP455_2_R1.mzML,HLApII,,,20161209,BP455,1,QEh1_LC1,,,Human,,,,
MSV000096130,20161209_QEh1_LC1_HLApII_BP455_2_R2.mzML,HLApII,,,20161209,BP455,2,QEh1_LC1,,,Human,,,,
MSV000096130,20161209_QEh1_LC1_HLApII_BP455_3_R1.mzML,HLApII,,,20161209,BP455,1,QEh1_LC1,,,Human,,,,
MSV000096130,20161209_QEh1_LC1_HLApII_BP455_3_R2.mzML,HLApII,,,20161209,BP455,2,QEh1_LC1,,,Human,,,,
MSV000096130,201703020_QEh1_LC2_FaMaChCh_SA_HLApII_3865-DM_1_R1.mzML,HLApII,,,201703020,3865-DM,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170303_QEh1_LC2_FaMa_ChCh_SA_HLApII_TIL1_3_R1.mzML,HLApII,,,20170303,TIL1,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_CM647_1_R1.mzML,HLApII,,,20170317,CM647,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_CM647_2_R1.mzML,HLApII,,,20170317,CM647,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_CM647_3_R1.mzML,HLApII,,,20170317,CM647,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_PD42_1_R1.mzML,HLApII,,,20170317,PD42,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_PD42_3_R1.mzML,HLApII,,,20170317,PD42,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_RA957_2_R1.mzML,HLApII,,,20170317,RA957,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_RA957_3_R1.mzML,HLApII,,,20170317,RA957,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_TIL3_1_R1.mzML,HLApII,,,20170317,TIL3,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170317_QEh1_LC2_FaMa_ChCh_SA_HLApII_TIL3_3_R1.mzML,HLApII,,,20170317,TIL3,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3830-NJF_1_R1.mzML,HLApII,,,20170320,3830-NJF,1,QEh1_LC2,,,Human,,,,"The sample ID 3830-NJF refers to a dataset related to meningioma, a type of brain tumor. "
MSV000096130,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3830-NJF_2_R1.mzML,HLApII,,,20170320,3830-NJF,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3830-NJF_3_R1.mzML,HLApII,,,20170320,3830-NJF,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3849-BR_1_R1.mzML,HLApII,,,20170320,3849-BR,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3849-BR_1_R2.mzML,HLApII,,,20170320,3849-BR,2,QEh1_LC2,,,Human,,,,
MSV000096130,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3849-BR_2_R1.mzML,HLApII,,,20170320,3849-BR,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3849-BR_2_R2.mzML,HLApII,,,20170320,3849-BR,2,QEh1_LC2,,,Human,,,,
MSV000096130,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3849-BR_3_R1.mzML,HLApII,,,20170320,3849-BR,1,QEh1_LC2,,,Human,,,,
MSV000096130,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3849-BR_3_R2.mzML,HLApII,,,20170320,3849-BR,2,QEh1_LC2,,,Human,,,,
MSV000096130,20170320_QEh1_LC2_FaMaChCh_SA_HLApII_3912-BAM_1_R1.mzML,HLApII,,,20170320,3912-BAM,1,QEh1_LC2,,,Human,,,,
MSV000096130,20171207_QEh1_LC1_HLAIIp_SA_JMI_3808-HMC_R1.mzML,HLApII,,,20171207,3808-HMC,1,QEh1_LC1,,,Human,,,,
MSV000096130,20171207_QEh1_LC1_HLAIIp_SA_JMI_3808-HMC_R2.mzML,HLApII,,,20171207,3808-HMC,2,QEh1_LC1,,,Human,,,,
MSV000096130,20171207_QEh1_LC1_HLAIIp_SA_JMI_3869-GA_R1.mzML,HLApII,,,20171207,3869-GA,1,QEh1_LC1,,,Human,,,,
MSV000096130,20171207_QEh1_LC1_HLAIIp_SA_JMI_3869-GA_R2.mzML,HLApII,,,20171207,3869-GA,2,QEh1_LC1,,,Human,,,,
MSV000096130,20171207_QEh1_LC1_HLAIIp_SA_JMI_3911-ME_R1.mzML,HLApII,,,20171207,3911-ME,1,QEh1_LC1,,,Human,,,,
MSV000096130,20171207_QEh1_LC1_HLAIIp_SA_JMI_3911-ME_R2.mzML,HLApII,,,20171207,3911-ME,2,QEh1_LC1,,,Human,,,,
MSV000096130,20171207_QEh1_LC1_HLAIIp_SA_JMI_3947-GA_R1.mzML,HLApII,,,20171207,3947-GA,1,QEh1_LC1,,,Human,,,,
MSV000096130,20171207_QEh1_LC1_HLAIIp_SA_JMI_3947-GA_R2.mzML,HLApII,,,20171207,3947-GA,2,QEh1_LC1,,,Human,,,,
MSV000096130,20171207_QEh1_LC1_HLAIIp_SA_JMI_3971-ORA_R1.mzML,HLApII,,,20171207,3971-ORA,1,QEh1_LC1,,,Human,,,,
MSV000096130,20171207_QEh1_LC1_HLAIIp_SA_JMI_3971-ORA_R2.mzML,HLApII,,,20171207,3971-ORA,2,QEh1_LC1,,,Human,,,,
MSV000096130,20171208_QEh1_LC1_HLAIIp_SA_JMI_3993_R1.mzML,HLApII,,,20171208,3993,1,QEh1_LC1,,,Human,,,,
MSV000096130,20171208_QEh1_LC1_HLAIIp_SA_JMI_3993_R2.mzML,HLApII,,,20171208,3993,2,QEh1_LC1,,,Human,,,,
MSV000096130,20171208_QEh1_LC1_HLAIIp_SA_JMI_4001_R1.mzML,HLApII,,,20171208,4001,1,QEh1_LC1,,,Human,,,,
MSV000096130,20171208_QEh1_LC1_HLAIIp_SA_JMI_4001_R2.mzML,HLApII,,,20171208,4021,2,QEh1_LC1,,,Human,,,,
MSV000096130,20171208_QEh1_LC1_HLAIIp_SA_JMI_4021_R1.mzML,HLApII,,,20171208,4021,1,QEh1_LC1,,,Human,,,,
MSV000096130,20171208_QEh1_LC1_HLAIIp_SA_JMI_4021_R2.mzML,HLApII,,,20171208,4021,2,QEh1_LC1,,,Human,,,,
MSV000096130,20171208_QEh1_LC1_HLAIIp_SA_JMI_4037-DC_R1.mzML,HLApII,,,20171208,4037,1,QEh1_LC1,,,Human,,,,
MSV000096130,20171208_QEh1_LC1_HLAIIp_SA_JMI_4037-DC_R2.mzML,HLApII,,,20171208,4037,2,QEh1_LC1,,,Human,,,,
MSV000096130,20171208_QEh1_LC1_HLAIIp_SA_JMI_4052-BA_R1.mzML,HLApII,,,20171208,4052,1,QEh1_LC1,,,Human,,,,
MSV000096130,20171208_QEh1_LC1_HLAIIp_SA_JMI_4052-BA_R2.mzML,HLApII,,,20171208,4052,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_CD165_1_R01.mzML,HLADR,,,20180914,CD165,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_CD165_1_R02.mzML,HLADR,,,20180914,CD165,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_CD165_2_R01.mzML,HLADR,,,20180914,CD165,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_CD165_2_R02.mzML,HLADR,,,20180914,CD165,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_CM647_1_R01.mzML,HLADR,,,20180914,CM647,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_CM647_1_R02.mzML,HLADR,,,20180914,CM647,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_CM647_2_R01.mzML,HLADR,,,20180914,CM647,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_CM647_2_R02.mzML,HLADR,,,20180914,CM647,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_RA957_1_R01.mzML,HLADR,,,20180914,RA957,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_RA957_1_R02.mzML,HLADR,,,20180914,RA957,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_RA957_2_R01.mzML,HLADR,,,20180914,RA957,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180914_QEh1_LC1_SA_JMI_HLADR_RA957_2_R02.mzML,HLADR,,,20180914,RA957,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180916_QEh1_LC1_SA_JMI_HLADR_3808_HMC_R01.mzML,HLADR,,,20180916,3808_HMC,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180916_QEh1_LC1_SA_JMI_HLADR_3808_HMC_R02.mzML,HLADR,,,20180916,3808_HMC,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180916_QEh1_LC1_SA_JMI_HLADR_3830_NJF_R01.mzML,HLADR,,,20180916,3830_NJF,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180916_QEh1_LC1_SA_JMI_HLADR_3830_NJF_R02.mzML,HLADR,,,20180916,3830_NJF,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180916_QEh1_LC1_SA_JMI_HLADR_3869_GA_R01.mzML,HLADR,,,20180916,3869_GA,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180916_QEh1_LC1_SA_JMI_HLADR_3869_GA_R02.mzML,HLADR,,,20180916,3869_GA,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180916_QEh1_LC1_SA_JMI_HLADR_3947_GA_R01.mzML,HLADR,,,20180916,3947_GA,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180916_QEh1_LC1_SA_JMI_HLADR_3947_GA_R02.mzML,HLADR,,,20180916,3947_GA,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180916_QEh1_LC1_SA_JMI_HLADR_4021_R01.mzML,HLADR,,,20180916,4021,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180916_QEh1_LC1_SA_JMI_HLADR_4021_R02.mzML,HLADR,,,20180916,4021,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180920_QEh1_LC1_SA_JMI_HLADR_4001_R02.mzML,HLADR,,,20180920,4001,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLADR_3912_BAM_R01.mzML,HLADR,,,20180921,3912_BAM,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLADR_3912_BAM_R02.mzML,HLADR,,,20180921,3912_BAM,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLADR_3971_ORA_R01.mzML,HLADR,,,20180921,3971_ORA,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLADR_3971_ORA_R02.mzML,HLADR,,,20180921,3971_ORA,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLADR_4052_BA_R01.mzML,HLADR,,,20180921,4052_BA,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLADR_4052_BA_R02.mzML,HLADR,,,20180921,4052_BA,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLAIIp_CD165_1_R01.mzML,HLAIIp,,,20180921,CD165,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLAIIp_CD165_1_R02.mzML,HLAIIp,,,20180921,CD165,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLAIIp_RA957_1_R01.mzML,HLAIIp,,,20180921,RA957,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLAIIp_RA957_1_R02.mzML,HLAIIp,,,20180921,RA957,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLAIIp_RA957_2_R01.mzML,HLAIIp,,,20180921,RA957,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180921_QEh1_LC1_SA_JMI_HLAIIp_RA957_2_R02.mzML,HLAIIp,,,20180921,RA957,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180926_QEh1_LC1_SA_JMI_HLAIIp_CD165_2_R01.mzML,HLAIIp,,,20180926,CD165,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180926_QEh1_LC1_SA_JMI_HLAIIp_CD165_2_R02.mzML,HLAIIp,,,20180926,CD165,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180926_QEh1_LC1_SA_JMI_HLAIIp_CM647_1_R01.mzML,HLAIIp,,,20180926,CM647,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180926_QEh1_LC1_SA_JMI_HLAIIp_CM647_1_R02.mzML,HLAIIp,,,20180926,CM647,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180926_QEh1_LC1_SA_JMI_HLAIIp_CM647_2_R01.mzML,HLAIIp,,,20180926,CM647,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180926_QEh1_LC1_SA_JMI_HLAIIp_CM647_2_R02.mzML,HLAIIp,,,20180926,CM647,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3808_HMC_R01.mzML,HLAIIp,,,20180927,3808_HMC,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3808_HMC_R02.mzML,HLAIIp,,,20180927,3808_HMC,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3830_NJF_R01.mzML,HLAIIp,,,20180927,3830_NJF,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3830_NJF_R02.mzML,HLAIIp,,,20180927,3830_NJF,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3869_GA_R01.mzML,HLAIIp,,,20180927,3869_GA,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3869_GA_R02.mzML,HLAIIp,,,20180927,3869_GA,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3912_BAM_R01.mzML,HLAIIp,,,20180927,3912_BAM,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3912_BAM_R02.mzML,HLAIIp,,,20180927,3912_BAM,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3947_GA_R01.mzML,HLAIIp,,,20180927,3947_GA,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3947_GA_R02.mzML,HLAIIp,,,20180927,3947_GA,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3971_ORA_R01.mzML,HLAIIp,,,20180927,3971_ORA,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_3971_ORA_R02.mzML,HLAIIp,,,20180927,3971_ORA,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_4001_R01.mzML,HLAIIp,,,20180927,4001,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_4001_R02.mzML,HLAIIp,,,20180927,4001,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_4021_R01.mzML,HLAIIp,,,20180927,4021,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_4021_R02.mzML,HLAIIp,,,20180927,4021,2,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_4052_BA_R01.mzML,HLAIIp,,,20180927,4052_BA,1,QEh1_LC1,,,Human,,,,
MSV000096130,20180927_QEh1_LC1_SA_JMI_HLAIIp_4052_BA_R02.mzML,HLAIIp,,,20180927,4052_BA,2,QEh1_LC1,,,Human,,,,
,,,,,,,,,,,,,,,
