20150817,QEp8,JaRi,SA,Sups,DCmyeloid,LTA,02.mzML,
20150817,QEp8,JaRi,SA,Sups,DCmyeloid,LTA,03.mzML,
20150817,QEp8,JaRi,SA,Sups,DCmyeloid,PIC,01.mzML,
20150817,QEp8,JaRi,SA,Sups,DCmyeloid,PIC,02.mzML,
20150817,QEp8,JaRi,SA,Sups,DCmyeloid,PIC,03.mzML,
20150817,QEp8,JaRi,SA,Sups,DCmyeloid,R848,01.mzML,
20150817,QEp8,JaRi,SA,Sups,DCmyeloid,R848,02.mzML,
20150817,QEp8,JaRi,SA,Sups,DCmyeloid,R848,03.mzML,
20150817,QEp8,JaRi,SA,Sups,DCmyeloid,ZYM,01.mzML,
20150817,QEp8,JaRi,SA,Sups,DCmyeloid,ZYM,02.mzML,
20150817,QEp8,JaRi,SA,Sups,DCmyeloid,ZYM,03.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,CTR,01.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,CTR,02.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,CTR,03.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,LPS,01.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,LPS,02.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,LPS,03.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,LTA,01.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,LTA,02.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,LTA,03.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,PIC,01.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,PIC,02.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,PIC,03.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,R848,01.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,R848,02.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,R848,03.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,ZYM,01.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,ZYM,02.mzML,
20150817,QEp8,JaRi,SA,Sups,DCplasmacytoid,ZYM,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,CTR,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,CTR,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,CTR,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,CTR,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,CTR,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,CTR,05,150822235658.mzML
20150817,QEp8,JaRi,SA,Sups,MOclassical,LPS,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,LPS,01,150823025656.mzML
20150817,QEp8,JaRi,SA,Sups,MOclassical,LPS,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,LPS,02,150823052820.mzML
20150817,QEp8,JaRi,SA,Sups,MOclassical,LPS,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,LPS,03,150823080036.mzML
20150817,QEp8,JaRi,SA,Sups,MOclassical,LPS,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,LPS,04,150823103256.mzML
20150817,QEp8,JaRi,SA,Sups,MOclassical,LPS,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,LPS,05,150823130511.mzML
20150817,QEp8,JaRi,SA,Sups,MOclassical,LTA,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,LTA,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,LTA,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,LTA,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,LTA,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,PIC,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,PIC,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,PIC,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,PIC,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,PIC,04,150824192822.mzML
20150817,QEp8,JaRi,SA,Sups,MOclassical,PIC,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,PIC,05,150824220006.mzML
20150817,QEp8,JaRi,SA,Sups,MOclassical,PIC,06.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,PIC,07.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,R848,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,R848,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,R848,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,R848,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,R848,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,ZYM,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,ZYM,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,ZYM,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,ZYM,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOclassical,ZYM,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,CTR,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,CTR,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,CTR,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,CTR,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,LPS,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,LPS,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,LPS,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,LPS,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,LPS,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,LTA,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,LTA,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,LTA,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,LTA,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,LTA,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,PIC,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,PIC,01,150831192018.mzML
20150817,QEp8,JaRi,SA,Sups,MOintermediate,PIC,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,PIC,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,R848,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,R848,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,R848,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,ZYM,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,ZYM,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,ZYM,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,ZYM,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOintermediate,ZYM,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,CTR,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,CTR,01,150825060604.mzML
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,CTR,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,CTR,02,150825083822.mzML
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,CTR,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,CTR,03,150825204507.mzML
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,CTR,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,CTR,04,150825231721.mzML
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,CTR,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LPS,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LPS,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LPS,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LPS,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LPS,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LTA,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LTA,01,150826180636.mzML
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LTA,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LTA,02,150826203928.mzML
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LTA,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LTA,03,150826231251.mzML
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LTA,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,LTA,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,PIC,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,PIC,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,PIC,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,PIC,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,PIC,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,R848,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,R848,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,R848,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,R848,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,R848,05.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,R848,06.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,ZYM,01.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,ZYM,02.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,ZYM,03.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,ZYM,04.mzML,
20150817,QEp8,JaRi,SA,Sups,MOnoneclassical,ZYM,05.mzML,
Basophil,01steady-state.mzML,,,,,,,
Basophil,02steady-state.mzML,,,,,,,
Basophil,03steady-state.mzML,,,,,,,
Basophil,04steady-state.mzML,,,,,,,
Eosinophil,01steady-state.mzML,,,,,,,
Eosinophil,02steady-state.mzML,,,,,,,
Eosinophil,03steady-state.mzML,,,,,,,
Eosinophil,04steady-state.mzML,,,,,,,
Erythrocyte,01steady-state.mzML,,,,,,,
Erythrocyte,02steady-state.mzML,,,,,,,
Erythrocyte,03steady-state.mzML,,,,,,,
Erythrocyte,04steady-state.mzML,,,,,,,
Neutrophil,01steady-state.mzML,,,,,,,
Neutrophil,02steady-state.mzML,,,,,,,
Neutrophil,03steady-state.mzML,,,,,,,
Neutrophil,04steady-state.mzML,,,,,,,
Th17,01steady-state.mzML,,,,,,,
Th17,02steady-state.mzML,,,,,,,
Th17,03steady-state.mzML,,,,,,,
Th17,04steady-state.mzML,,,,,,,
Th1,01steady-state.mzML,,,,,,,
Th1,02steady-state.mzML,,,,,,,
Th1,03steady-state.mzML,,,,,,,
Th1,04steady-state.mzML,,,,,,,
Th2,01steady-state.mzML,,,,,,,
Th2,02steady-state.mzML,,,,,,,
Th2,03steady-state.mzML,,,,,,,
Th2,04steady-state.mzML,,,,,,,
Thrombocyte,01steady-state.mzML,,,,,,,
Thrombocyte,02steady-state.mzML,,,,,,,
Thrombocyte,03steady-state.mzML,,,,,,,
Thrombocyte,04steady-state.mzML,,,,,,,
mDC,01activated.mzML,,,,,,,
mDC,01steady-state.mzML,,,,,,,
mDC,02activated.mzML,,,,,,,
mDC,02steady-state.mzML,,,,,,,
mDC,03activated.mzML,,,,,,,
mDC,03steady-state.mzML,,,,,,,
mDC,04activated.mzML,,,,,,,
mDC,04steady-state.mzML,,,,,,,
mTregs,01activated.mzML,,,,,,,
mTregs,01steady-state.mzML,,,,,,,
mTregs,02activated.mzML,,,,,,,
mTregs,02steady-state.mzML,,,,,,,
mTregs,03activated.mzML,,,,,,,
mTregs,03steady-state.mzML,,,,,,,
mTregs,04steady-state.mzML,,,,,,,
nTregs,01activated.mzML,,,,,,,
nTregs,01steady-state.mzML,,,,,,,
nTregs,02activated.mzML,,,,,,,
nTregs,02steady-state.mzML,,,,,,,
nTregs,03activated.mzML,,,,,,,
nTregs,03steady-state.mzML,,,,,,,
nTregs,04steady-state.mzML,,,,,,,
pDC,01activated.mzML,,,,,,,
pDC,01steady-state.mzML,,,,,,,
pDC,02activated.mzML,,,,,,,
pDC,02steady-state.mzML,,,,,,,
pDC,03activated.mzML,,,,,,,
pDC,03steady-state.mzML,,,,,,,
pDC,04activated.mzML,,,,,,,
pDC,04steady-state.mzML,,,,,,,
